DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240405642,2/16/2024 0:00,1/28/2024 0:00,2100,4,Hollenbeck,457,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,0,X,X,102,SIDEWALK,,,IC,Invest Cont,341,,,,2400 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
241205628,1/27/2024 0:00,1/26/2024 0:00,2200,12,77th Street,1215,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1500 W  53RD                         ST,,33.9941,-118.3024
241008598,5/3/2024 0:00,5/2/2024 0:00,2330,10,West Valley,1063,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,22,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,18400    VENTURA                      BL,,34.1681,-118.5343
240108296,3/2/2024 0:00,2/28/2024 0:00,1300,1,Central,171,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CHICK HEARN                  CT,FIGUEROA                     ST,34.044,-118.2676
240210379,5/31/2024 0:00,5/13/2024 0:00,5,2,Rampart,201,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NORMANDIE,SANTA MONICA,34.0908,-118.3005
240810851,9/18/2024 0:00,9/16/2024 0:00,800,8,West LA,842,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11500    ROCHESTER                    AV,,34.0484,-118.4544
242006667,3/2/2024 0:00,2/29/2024 0:00,1430,20,Olympic,2027,2,624,BATTERY - SIMPLE ASSAULT,0913 0601 0400 0447,64,F,K,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WILSHIRE,BERENDO,34.0618,-118.2941
240609119,5/11/2024 0:00,5/9/2024 0:00,1955,6,Hollywood,645,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
242104450,1/11/2024 0:00,1/11/2024 0:00,845,21,Topanga,2173,1,310,BURGLARY,0344 0321 1202 1420 0352,68,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,23100    CANZONET                     ST,,34.1665,-118.6299
240911800,9/25/2024 0:00,9/17/2024 0:00,1800,9,Van Nuys,935,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,64,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,6300    VAN NUYS                     BL,,34.1837,-118.4443
242007242,3/15/2024 0:00,3/15/2024 0:00,1215,20,Olympic,2027,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH,CATALINA,34.0636,-118.2954
240107320,2/16/2024 0:00,2/9/2024 0:00,1700,1,Central,162,1,330,BURGLARY FROM VEHICLE,0358 1302 1300 0344,28,F,C,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
240504985,1/26/2024 0:00,1/25/2024 0:00,2000,5,Harbor,585,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,2200 S  GRAND                        AV,,33.7243,-118.2902
240912927,11/9/2024 0:00,11/9/2024 0:00,1015,9,Van Nuys,923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    CEDROS                       AV,,34.1887,-118.4531
241212775,6/22/2024 0:00,6/21/2024 0:00,600,12,77th Street,1208,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 W  51ST                         ST,,33.9964,-118.286
241105002,1/29/2024 0:00,1/28/2024 0:00,1600,11,Northeast,1112,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,4100    WAWONA                       ST,,34.1274,-118.2305
240120400,10/25/2024 0:00,10/24/2024 0:00,2200,1,Central,192,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,18TH                         ST,OLIVE,34.0337,-118.2665
240111032,5/4/2024 0:00,5/3/2024 0:00,1415,1,Central,162,1,210,ROBBERY,2004 0344 0910 2001,0,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,7TH                          ST,FLOWER,34.0487,-118.2588
241813218,9/18/2024 0:00,9/13/2024 0:00,2032,18,Southeast,1822,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 W  CENTURY                      BL,,33.9456,-118.2739
240118172,9/8/2024 0:00,9/8/2024 0:00,18,1,Central,192,2,354,THEFT OF IDENTITY,922,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600 S  GRAND                        AV,,34.0357,-118.2663
241714706,12/4/2024 0:00,11/13/2024 0:00,1545,17,Devonshire,1752,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,21300    DEVONSHIRE                   ST,,34.2572,-118.5951
240608937,5/4/2024 0:00,5/3/2024 0:00,2140,6,Hollywood,647,1,210,ROBBERY,0910 0302 1822 0344 0400 0337 0316,29,M,W,910,MTA - RED LINE - HOLLYWOOD/VINE,102,HAND GUN,IC,Invest Cont,210,,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3246
240300675,3/18/2024 0:00,3/18/2024 0:00,340,3,Southwest,362,2,623,BATTERY POLICE (SIMPLE),1822 1212 0356,23,X,X,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623,,,,4700    RODEO                        LN,,34.021,-118.3486
241206485,2/11/2024 0:00,2/11/2024 0:00,1150,12,77th Street,1273,2,625,OTHER ASSAULT,0913 0351 0342 0216 1309,30,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,1700 W  MANCHESTER                   AV,,33.96,-118.3068
242006497,2/28/2024 0:00,2/28/2024 0:00,620,20,Olympic,2079,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0361 1402 0603 0913 0416 0329 1307 0446 0429 0417,46,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,998,,,2200 W  14TH                         ST,,34.0463,-118.2864
240111452,5/14/2024 0:00,5/12/2024 0:00,1000,1,Central,162,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0324 1803,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,670,,,,700 W  7TH                          ST,,34.048,-118.2577
241104830,1/24/2024 0:00,1/19/2024 0:00,1600,11,Northeast,1151,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,101,STREET,,,IC,Invest Cont,740,,,,4900    HOLLYWOOD                    BL,,34.1018,-118.2961
241509187,4/17/2024 0:00,4/17/2024 0:00,1245,15,N Hollywood,1589,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0446 0360,44,M,O,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3800    BARHAM                       BL,,34.1441,-118.3411
240710918,8/22/2024 0:00,8/22/2024 0:00,1037,7,Wilshire,721,1,330,BURGLARY FROM VEHICLE,1300 0344,53,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
240811702,10/30/2024 0:00,10/29/2024 0:00,2015,8,West LA,851,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1300 1606,32,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,420,,,,1500    BROCKTON                     AV,,34.0375,-118.4622
241807590,3/16/2024 0:00,3/15/2024 0:00,2330,18,Southeast,1822,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1300 0329 1307,34,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,300 W  102ND                        ST,,33.9437,-118.2784
241211959,5/23/2024 0:00,5/19/2024 0:00,2359,12,77th Street,1215,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,22,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,341,,,,1000 W  53RD                         ST,,33.9941,-118.2915
240705764,2/10/2024 0:00,2/10/2024 0:00,1123,7,Wilshire,723,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,23,X,X,417,THE BEVERLY CONNECTION,,,IC,Invest Cont,442,,,,8000    BEVERLY                      BL,,34.0761,-118.3637
241009761,7/6/2024 0:00,7/6/2024 0:00,1530,10,West Valley,1018,1,510,VEHICLE - STOLEN,,0,,,103,ALLEY,,,IC,Invest Cont,510,,,,7200    WOODLEY                      AV,,34.2012,-118.4837
242109341,5/25/2024 0:00,5/25/2024 0:00,1955,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
240712272,10/25/2024 0:00,10/25/2024 0:00,1955,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0104 0325,0,X,X,415,THE GROVE,,,IC,Invest Cont,442,,,,8400    BEVERLY                      BL,,34.0761,-118.3732
240810568,9/3/2024 0:00,9/2/2024 0:00,1500,8,West LA,814,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,11600 W  SUNSET                       BL,,34.0678,-118.4702
240908448,4/25/2024 0:00,4/25/2024 0:00,400,9,Van Nuys,952,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1414 2000 0416 1813 0913 0334 0443 0419 0447,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,15300    WEDDINGTON                   ST,,34.1667,-118.4662
240511693,10/3/2024 0:00,10/2/2024 0:00,1900,5,Harbor,512,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,26300    PINES ESTATES                DR,,33.7826,-118.3004
242012425,10/10/2024 0:00,10/2/2024 0:00,1201,20,Olympic,2023,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,41,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,400 S  ARDMORE                      AV,,34.0672,-118.3016
240115694,7/30/2024 0:00,7/30/2024 0:00,630,1,Central,119,2,888,TRESPASSING,910,0,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241912852,11/4/2024 0:00,11/2/2024 0:00,1830,19,Mission,1959,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10000    LEV                          AV,,34.2523,-118.4354
240607255,3/11/2024 0:00,3/8/2024 0:00,2300,6,Hollywood,628,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307,48,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,1900    TAMARIND                     AV,,34.1052,-118.3192
241807457,3/14/2024 0:00,3/13/2024 0:00,1800,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,101ST                        ST,VERMONT                      AV,33.9446,-118.2916
242107146,3/21/2024 0:00,3/21/2024 0:00,2230,21,Topanga,2115,1,761,BRANDISH WEAPON,0445 0913 1402 0334 0344 0602,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,IC,Invest Cont,761,998,,,21700    LANARK                       ST,,34.2176,-118.6016
240605183,1/19/2024 0:00,1/19/2024 0:00,300,6,Hollywood,644,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,28,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,740,,,,1300 N  SIERRA BONITA                AV,,34.0944,-118.3539
241906323,3/2/2024 0:00,3/1/2024 0:00,2000,19,Mission,1995,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0411,30,F,H,122,"VEHICLE, PASSENGER/TRUCK",212,BOTTLE,IC,Invest Cont,236,,,,14700    STRATHERN                    ST,,34.2161,-118.4531
241611712,12/7/2024 0:00,12/6/2024 0:00,1700,16,Foothill,1645,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500    ORBITAL                      WY,,34.2639,-118.4109
241512427,7/31/2024 0:00,7/30/2024 0:00,1230,15,N Hollywood,1525,1,330,BURGLARY FROM VEHICLE,0344 1822 1236 0325 0385 1609 1307,47,M,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,6200    CARPENTER                    AV,,34.183,-118.3911
240907255,3/14/2024 0:00,3/10/2024 0:00,1900,9,Van Nuys,935,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1258,13,F,H,716,THEATRE/MOVIE,,,IC,Invest Cont,810,,,,VAN NUYS,CALIFORNIA,34.1837,-118.4443
241907360,4/1/2024 0:00,4/1/2024 0:00,605,19,Mission,1984,2,354,THEFT OF IDENTITY,0922 0929 0930 0935,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,8600    WILLIS                       AV,,34.2266,-118.4553
240511489,9/22/2024 0:00,9/11/2024 0:00,2000,5,Harbor,514,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,67,M,H,101,STREET,,,IC,Invest Cont,331,,,,1000 W  DOLORES                      ST,,33.7934,-118.2751
240213013,8/15/2024 0:00,7/12/2024 0:00,2215,2,Rampart,205,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,35,F,H,140,BALCONY*,,,IC,Invest Cont,341,,,,3200    DESCANSO                     DR,,34.0853,-118.2753
240904514,1/16/2024 0:00,1/15/2024 0:00,100,9,Van Nuys,919,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WOODMAN                      AV,HART                         ST,34.1976,-118.4313
241300819,12/12/2024 0:00,12/12/2024 0:00,1530,13,Newton,1372,1,210,ROBBERY,0906 1259 1251 0344 0336,16,M,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,300 E  53RD                         ST,,33.9942,-118.2701
240210002,5/19/2024 0:00,5/19/2024 0:00,1830,2,Rampart,256,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,6TH                          ST,BONNIE BRAE,34.0585,-118.2724
241507247,3/7/2024 0:00,3/7/2024 0:00,600,15,N Hollywood,1549,2,888,TRESPASSING,2004 0910,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,IC,Invest Cont,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
242007437,3/19/2024 0:00,3/19/2024 0:00,600,20,Olympic,2042,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  GRAMERCY                     PL,,34.0559,-118.3132
240410774,10/14/2024 0:00,10/12/2024 0:00,2000,4,Hollenbeck,499,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101,STREET,,,IC,Invest Cont,341,,,,INDIANA,NOAKES,34.0138,-118.1922
241806388,2/22/2024 0:00,2/22/2024 0:00,152,18,Southeast,1862,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 1822 0344,0,X,X,957,MTA - GREEN LINE - HARBOR FWY,,,IC,Invest Cont,341,,,,11500 S  FIGUEROA                     ST,,33.928,-118.2826
240613782,12/5/2024 0:00,12/5/2024 0:00,1545,6,Hollywood,642,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1500 N  OGDEN                        DR,,34.0981,-118.3594
241205294,1/21/2024 0:00,1/21/2024 0:00,1815,12,77th Street,1259,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 2002 2004 2038 1310 0416 0446 1309,34,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,7800    TOWNE                        AV,,33.9688,-118.2674
241409561,5/14/2024 0:00,5/13/2024 0:00,1602,14,Pacific,1469,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),344,0,X,X,402,MARKET,,,IC,Invest Cont,343,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
240110364,4/16/2024 0:00,3/4/2024 0:00,900,1,Central,111,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
242009169,5/25/2024 0:00,5/25/2024 0:00,250,20,Olympic,2062,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 S  GRAMERCY                     DR,,34.0502,-118.3122
241009195,6/2/2024 0:00,5/31/2024 0:00,1600,10,West Valley,1099,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,46,M,A,101,STREET,,,IC,Invest Cont,331,,,,15900    MEADOWCREST                  RD,,34.1362,-118.4843
241208922,3/22/2024 0:00,3/22/2024 0:00,247,12,77th Street,1211,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1302 1822 0344 0346,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,5700    3RD                          AV,,33.9909,-118.3204
240405496,2/16/2024 0:00,2/15/2024 0:00,2255,4,Hollenbeck,445,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,21,F,H,101,STREET,,,IC,Invest Cont,740,,,,1900    MARENGO                      ST,,34.0578,-118.2102
241700871,5/9/2024 0:00,5/9/2024 0:00,1645,17,Devonshire,1764,1,210,ROBBERY,1402 0322 0325 1609 0329 0352 1822 0416,0,X,X,201,JEWELRY STORE,207,OTHER KNIFE,IC,Invest Cont,210,998,,,9300    TAMPA                        AV,,34.244,-118.5583
240611372,8/25/2024 0:00,8/24/2024 0:00,1500,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7300    HAWTHORN                     AV,,34.0998,-118.349
240122631,12/14/2024 0:00,12/13/2024 0:00,2100,1,Central,164,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH,MAIN,34.0453,-118.2499
240213409,8/24/2024 0:00,7/30/2024 0:00,2345,2,Rampart,238,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,440,,,,1300 W  1ST                          ST,,34.0609,-118.2577
241414724,10/31/2024 0:00,10/30/2024 0:00,1600,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,51,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
241112890,12/25/2024 0:00,12/22/2024 0:00,1209,11,Northeast,1101,2,886,DISTURBING THE PEACE,,54,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,886,,,,4700    WESTERN HERITAGE             WY,,34.1495,-118.2823
240212994,8/15/2024 0:00,8/14/2024 0:00,950,2,Rampart,281,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0104 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,343,,,,2000 W  PICO                         BL,,34.0491,-118.2823
240216091,10/18/2024 0:00,3/6/2024 0:00,800,2,Rampart,275,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BEACON                       AV,OLYMPIC                      BL,34.0497,-118.2754
240308296,3/20/2024 0:00,3/20/2024 0:00,440,3,Southwest,328,2,900,VIOLATION OF COURT ORDER,0913 1814 1906 2038 1251,21,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,,2700    PORTLAND                     ST,,34.0295,-118.2829
241210616,4/23/2024 0:00,4/23/2024 0:00,2300,12,77th Street,1241,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0418 2000 0913 1814,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,910,,,6500    BRYNHURST                    AV,,33.9806,-118.3338
240710689,8/12/2024 0:00,8/12/2024 0:00,1420,7,Wilshire,724,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,29,X,X,415,THE GROVE,,,IC,Invest Cont,343,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240408489,6/29/2024 0:00,6/27/2024 0:00,1000,4,Hollenbeck,406,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,5100    VIA MARISOL,,34.1039,-118.1822
241712608,9/6/2024 0:00,9/2/2024 0:00,2330,17,Devonshire,1716,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,77,M,W,101,STREET,,,IC,Invest Cont,331,,,,17200    FLANDERS                     ST,,34.2803,-118.5082
241206376,2/9/2024 0:00,2/9/2024 0:00,1430,12,77th Street,1239,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
240408900,7/19/2024 0:00,7/14/2024 0:00,2211,4,Hollenbeck,423,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,1100 N  MISSION                      RD,,34.0651,-118.2116
240314280,9/14/2024 0:00,9/13/2024 0:00,2000,3,Southwest,355,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1700 W  37TH                         PL,,34.0202,-118.3089
241714409,11/20/2024 0:00,11/19/2024 0:00,1650,17,Devonshire,1716,2,354,THEFT OF IDENTITY,928,37,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17000    HALSEY                       ST,,34.281,-118.5021
240115561,7/28/2024 0:00,7/28/2024 0:00,1125,1,Central,153,2,888,TRESPASSING,910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
241605563,2/21/2024 0:00,2/21/2024 0:00,300,16,Foothill,1693,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,7500    WHITSETT                     AV,,34.2121,-118.4021
241407118,3/9/2024 0:00,3/9/2024 0:00,210,14,Pacific,1477,2,438,RECKLESS DRIVING,,35,M,H,101,STREET,,,IC,Invest Cont,438,997,,,LA TIJERA                    BL,MANCHESTER                   AV,33.9599,-118.3914
241106555,3/7/2024 0:00,3/7/2024 0:00,530,11,Northeast,1135,2,900,VIOLATION OF COURT ORDER,2038,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,3300    CAZADOR                      ST,,34.1059,-118.2319
241104826,1/23/2024 0:00,1/22/2024 0:00,1030,11,Northeast,1172,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,63,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,1300 N  OCCIDENTAL                   BL,,34.0829,-118.2714
241406570,2/25/2024 0:00,2/22/2024 0:00,630,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,67,M,O,212,TRANSPORTATION FACILITY (AIRPORT),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,700    WORLD                        WY,,33.9431,-118.401
241511050,6/5/2024 0:00,6/4/2024 0:00,945,15,N Hollywood,1526,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 1822 0344,34,M,A,124,BUS STOP,,,IC,Invest Cont,341,,,,TUJUNGA                      AV,VICTORY                      BL,34.1867,-118.3791
241412527,8/26/2024 0:00,8/22/2024 0:00,1930,14,Pacific,1441,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WASHINGTON                   WY,VIRGINIA                     CT,33.9843,-118.4643
242005978,2/6/2024 0:00,2/6/2024 0:00,1000,20,Olympic,2045,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0354 0377,35,F,H,503,HOTEL,,,IC,Invest Cont,440,,,,3200 W  8TH                          ST,,34.0577,-118.2976
251404114,12/16/2024 0:00,12/16/2024 0:00,2131,14,Pacific,1453,2,354,THEFT OF IDENTITY,377,41,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    SUNNYSIDE                    AV,,33.99,-118.4384
241309885,6/2/2024 0:00,6/1/2024 0:00,2330,13,Newton,1364,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200 E  52ND                         ST,,33.996,-118.2541
241714456,11/24/2024 0:00,11/23/2024 0:00,2200,17,Devonshire,1723,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10700    FULLBRIGHT                   AV,,34.2645,-118.577
241708160,4/9/2024 0:00,4/9/2024 0:00,600,17,Devonshire,1708,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,60,M,H,101,STREET,,,IC,Invest Cont,740,,,,11800    WOODLEY                      AV,,34.2847,-118.4841
